0 -0.300193 -3.726497
0 -0.091663 -0.382535
0 -0.261326 -1.845231
0 0.433494 0.242607
1 -1.127502 0.114168
0 -0.766308 0.267669
0 -1.076489 -0.887923
1 1.101868 0.893237
0 -2.175695 -1.251300
0 0.267193 -1.869050
0 -0.633183 -1.651456
1 0.527029 1.602856
0 -0.341790 -2.125228
0 -1.868959 -0.217600
0 -1.342452 -1.208388
0 -1.190389 -0.742486
0 0.549318 -0.842316
0 -0.337582 -2.193766
0 0.223629 -1.083213
0 -2.261625 -1.909074
0 -1.269375 -0.242838
0 -0.562773 -1.000931
0 -1.133156 -0.783881
0 -1.152076 -1.075550
0 -1.148205 0.662001
0 -0.711967 0.006456
0 0.076362 -0.179858
0 -0.548714 1.452816
0 -2.169393 -1.047172
0 -1.714205 -0.606229
1 0.154032 2.043933
0 -3.650972 -0.866405
0 0.235566 -0.082345
0 -0.993052 1.368114
0 0.207823 -2.127109
1 -0.869112 1.297904
1 1.494906 0.919877
0 -0.405915 0.863376
0 -0.756070 -0.463461
0 -0.164013 0.087547
0 -0.458382 -0.845937
0 -0.061651 -1.260596
0 -0.978217 -2.639391
0 -0.964452 -0.023943
0 -1.745354 0.444617
0 -0.991041 -1.264263
0 -0.640601 -0.569635
0 0.851149 0.161964
0 -0.265054 -3.064054
0 -0.758309 -1.642935
0 0.696520 0.839102
1 -0.156417 -0.188799
0 -0.309047 1.164433
0 0.140196 0.787315
0 0.173957 -1.564704
0 0.122639 -1.427143
0 -0.600600 1.601678
0 -2.884647 0.427841
0 1.171057 -1.730004
0 -1.447756 -0.734506
0 1.330890 -0.628091
0 -0.561528 -0.903560
0 0.624386 -0.184139
0 -1.096213 -1.564084
0 -0.868390 0.267432
0 -1.055854 -1.560089
0 0.841805 -0.650951
0 0.274500 -0.123850
0 0.866817 -0.479672
1 -0.315839 0.566709
0 -0.378917 -1.398071
0 0.598696 -1.021277
0 -1.908829 -0.310656
0 -1.803116 -1.440521
0 0.380015 0.830384
0 0.037004 -0.825033
1 0.117338 0.091273
0 0.940161 1.915531
0 -0.319728 1.165385
0 -0.468421 -1.796003
0 -0.548416 -0.804726
0 -0.523661 -2.103464
0 0.120088 -0.300785
1 0.597307 0.020042
1 0.113404 0.220999
0 1.530829 -0.629364
0 -1.973592 -0.888255
0 1.272820 -1.937114
0 -1.784473 0.312901
0 -1.458880 -3.274123
0 -2.533002 -1.164467
0 -2.183533 -1.812160
0 0.121388 -0.527708
1 1.407500 1.588351
0 -0.364934 0.215058
0 0.307417 -2.507870
0 -2.694086 0.594955
0 -1.084443 0.723649
0 -0.775023 0.158519
0 -0.700725 0.121068
