0 -0.745398
0 -3.058774
1 0.816842
0 -0.748477
0 -0.737511
0 -0.743645
0 -1.570684
0 -0.002493
0 -0.766340
1 0.814951
1 0.527018
1 1.280081
0 -0.227148
0 -1.376334
0 -1.136445
0 -1.013192
1 0.498355
0 -2.202865
0 -2.423468
0 -1.776309
0 0.654467
0 -1.396891
0 1.037543
0 -0.065264
0 -0.453847
0 -1.058409
1 1.074854
0 -1.149249
0 1.208230
1 -0.052154
0 -1.830434
0 0.150206
0 -2.070184
1 -0.210622
0 2.011275
1 1.127962
0 -0.475041
0 -0.943759
0 -2.480646
1 2.558193
0 0.414377
0 -1.669757
0 -0.680216
0 -0.702581
1 0.153853
0 -0.307870
0 -0.456427
0 -2.262221
0 -0.777980
0 -2.726180
0 -0.610947
0 -0.953843
0 -1.214149
0 -1.071472
0 -0.775997
0 -0.747815
0 0.516375
0 -1.070877
0 -3.213255
0 -0.941859
0 0.404729
1 0.075216
0 -0.522322
0 0.611200
0 0.421758
0 -1.079564
0 -1.486600
0 -2.214310
0 -1.724379
0 -0.350779
0 -1.879322
0 0.255637
0 -0.664787
0 -1.942451
0 -1.528362
0 -0.403944
0 -0.224145
0 -1.146284
0 -0.018232
0 -2.033122
0 0.832138
0 -1.125979
0 -3.365344
0 -1.705633
0 -1.413351
0 -0.369435
0 0.347050
0 -1.220562
1 -0.102532
0 -0.854352
0 -1.572208
1 0.046347
0 -1.860500
0 -0.894115
0 -0.668613
0 -0.608832
0 -0.787488
0 0.201944
0 -2.805982
0 -1.847497
